scenario_id,run_id,decision,reason,correct,time_sec,llm_time_sec,tests_passed,tests_failed,tests_total,canary_error_rate,canary_latency_ms,stable_error_rate,stable_latency_ms,nginx_error_rate,nginx_latency_ms,gh_actions_status,docker_logs,canary_version,log_lines,log_chars
S2,1,BLOCK,"[Delivery agent] GitHub Actions failed, tests partially passed (8/12), smoke tests failed, and security scan found issues (0 out of maximum acceptable 2)",True,10.4138,10.35,8,4,12,0.0,62.4,0.0,62.5,0.0,66.5,failure,"172.18.0.1 - - [03/May/2026 22:57:22] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 22:57:22] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 22:57:23] ""GET /api/data HTTP/1.1""",broken_tests,30,2068
S2,2,BLOCK,"[Delivery agent] GitHub Actions failed, tests partially passed (8/12), smoke tests failed, and security scan found issues exceeding the maximum acceptable threshold of 2.",True,10.8639,10.804,8,4,12,0.0,64.4,0.0,64.4,0.0,68.0,failure,"172.18.0.1 - - [03/May/2026 22:58:00] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 22:58:00] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 22:58:00] ""GET /api/data HTTP/1.1""",broken_tests,30,2068
S2,3,BLOCK,"[Delivery agent] GitHub Actions failed, tests partially passed (8/12), smoke tests failed, and security scan found issues exceeding the maximum acceptable threshold of 2.",True,10.3869,10.349,8,4,12,0.0,62.9,0.0,60.4,0.0,63.8,failure,"172.18.0.1 - - [03/May/2026 22:58:39] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 22:58:39] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 22:58:39] ""GET /api/data HTTP/1.1""",broken_tests,30,2068
S2,4,BLOCK,"[Delivery agent] GitHub Actions failed, tests failed (8/12), smoke tests failed (0/4) and security scan found issues (0)",True,9.7162,9.687,8,4,12,0.0,61.5,0.0,61.5,0.0,64.5,failure,"172.18.0.1 - - [03/May/2026 22:59:18] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.4 - - [03/May/2026 22:59:18] ""GET /metrics HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 22:59:18] ""GET /api/data HTTP/1.1"" ",broken_tests,30,2068
S2,5,BLOCK,"[Delivery agent] GitHub Actions failed, tests failed (8/12), smoke tests failed (0/4) and security scan found issues (0)",True,9.8394,9.769,8,4,12,0.0,64.5,0.0,68.4,0.0,68.9,failure,"172.18.0.1 - - [03/May/2026 22:59:54] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 22:59:55] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 22:59:55] ""GET /api/data HTTP/1.1""",broken_tests,30,2068
S2,6,BLOCK,"[Delivery agent] GitHub Actions failed, tests failed (8/12), smoke tests failed (0/4) and security scan found issues (0 out of maximum acceptable 2)",True,9.6745,9.607,8,4,12,0.0,65.1,0.0,67.3,0.0,70.5,failure,"172.18.0.1 - - [03/May/2026 23:00:31] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:00:31] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:00:31] ""GET /api/data HTTP/1.1""",broken_tests,30,2068
S2,7,DEPLOY,"[Chain OK] GitHub Actions failed, but tests passed and smoke tests also passed. Security scan found no issues.",False,8.914,8.873,8,4,12,0.0,66.4,0.0,64.0,0.0,67.1,failure,"172.18.0.1 - - [03/May/2026 23:01:08] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:01:08] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 23:01:09] ""GET /api/data HTTP/1.1""",broken_tests,30,2069
S2,8,BLOCK,"[Delivery agent] GitHub Actions failed, tests failed (8/12), smoke tests failed (0/4) and security scan found issues (0)",True,9.8144,9.756,8,4,12,0.0,63.9,0.0,65.2,0.0,68.6,failure,"172.18.0.1 - - [03/May/2026 23:01:43] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:01:43] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:01:43] ""GET /api/data HTTP/1.1""",broken_tests,30,2068
S2,9,BLOCK,"[Delivery agent] GitHub Actions failed, tests partially passed (8/12), smoke tests failed, and security scan found issues exceeding the maximum acceptable threshold of 2.",True,9.7841,9.72,8,4,12,0.0,59.9,0.0,60.5,0.0,61.2,failure,"172.18.0.1 - - [03/May/2026 23:02:19] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:02:20] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 23:02:20] ""GET /api/data HTTP/1.1""",broken_tests,30,2068
S2,10,BLOCK,"[Delivery agent] GitHub Actions failed, tests partially passed (8/12), smoke tests failed, and security scan found issues exceeding the maximum acceptable threshold of 2.",True,9.8152,9.765,8,4,12,0.0,61.2,0.0,61.2,0.0,62.3,failure,"172.18.0.1 - - [03/May/2026 23:02:55] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:02:55] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 23:02:55] ""GET /api/data HTTP/1.1""",broken_tests,30,2068
S3,1,CONTINUE,"[Chain OK] Canary: CONTINUE, Monitoring: NONE",True,9.8032,9.802,12,0,12,0.0,66.8,0.0,65.3,0.0,66.7,success,"172.18.0.1 - - [03/May/2026 23:03:32] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:03:32] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 23:03:32] ""GET /api/data HTTP/1.1""",stable,30,2068
S3,2,CONTINUE,"[Chain OK] Canary: CONTINUE, Monitoring: NONE",True,10.1418,10.14,12,0,12,0.0,66.4,0.0,66.6,0.0,66.4,success,"172.18.0.5 - - [03/May/2026 23:04:04] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:04:04] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:04:04] ""GET /api/data HTTP/1.1""",stable,30,2069
S3,3,CONTINUE,"[Chain OK] Canary: CONTINUE, Monitoring: NONE",True,9.9428,9.942,12,0,12,0.0,63.6,0.0,63.3,0.0,64.9,success,"172.18.0.1 - - [03/May/2026 23:04:37] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:04:37] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:04:37] ""GET /api/data HTTP/1.1""",stable,30,2068
S3,4,CONTINUE,"[Chain OK] Canary: CONTINUE, Monitoring: NONE",True,10.4745,10.473,12,0,12,0.0,60.1,0.0,63.0,0.0,61.2,success,"172.18.0.1 - - [03/May/2026 23:05:09] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:05:09] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:05:09] ""GET /api/data HTTP/1.1""",stable,30,2069
S3,5,CONTINUE,"[Chain OK] Canary: CONTINUE, Monitoring: NONE",True,10.0195,10.018,12,0,12,0.0,63.6,0.0,65.2,0.0,65.2,success,"172.18.0.1 - - [03/May/2026 23:05:42] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 23:05:42] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:05:42] ""GET /api/data HTTP/1.1""",stable,30,2068
S3,6,CONTINUE,"[Chain OK] Canary: CONTINUE, Monitoring: NONE",True,10.337,10.336,12,0,12,0.0,62.3,0.0,62.7,0.0,66.2,success,"172.18.0.1 - - [03/May/2026 23:06:15] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 23:06:15] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:06:15] ""GET /api/data HTTP/1.1""",stable,30,2068
S3,7,CONTINUE,"[Chain OK] Canary: CONTINUE, Monitoring: NONE",True,9.5058,9.504,12,0,12,0.0,59.8,0.0,58.3,0.0,61.5,success,"172.18.0.1 - - [03/May/2026 23:06:47] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:06:47] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:06:47] ""GET /api/data HTTP/1.1""",stable,30,2068
S3,8,CONTINUE,"[Chain OK] Canary: CONTINUE, Monitoring: NONE",True,9.8632,9.862,12,0,12,0.0,61.2,0.0,59.3,0.0,61.9,success,"172.18.0.1 - - [03/May/2026 23:07:19] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:07:19] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 23:07:19] ""GET /api/data HTTP/1.1""",stable,30,2068
S3,9,CONTINUE,"[Chain OK] Canary: CONTINUE, Monitoring: NONE",True,10.2342,10.233,12,0,12,0.0,61.4,0.0,62.3,0.0,68.0,success,"172.18.0.1 - - [03/May/2026 23:07:51] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:07:51] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:07:51] ""GET /api/data HTTP/1.1""",stable,30,2068
S3,10,CONTINUE,"[Chain OK] Canary: CONTINUE, Monitoring: NONE",True,10.3735,10.372,12,0,12,0.0,62.6,0.0,58.9,0.0,62.1,success,"172.18.0.1 - - [03/May/2026 23:08:24] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 23:08:24] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:08:24] ""GET /api/data HTTP/1.1""",stable,30,2069
S4,1,ROLLBACK,"[Canary: ROLLBACK] Degradation detected due to 100% error rate and latency increase of 7737ms, exceeding acceptable thresholds of <5% error delta and <30% latency increase. | [Monitoring: ROLLBACK]",True,9.1812,9.18,8,4,12,1.0,5000.0,0.0,63.8,0.05,329.2,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S4,2,ROLLBACK,[Canary: ROLLBACK] Degradation detected due to 100% error rate and latency increase of 7977.5% | [Monitoring: ROLLBACK],True,9.1562,9.156,8,4,12,1.0,5000.0,0.0,61.9,0.02,174.5,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S4,3,ROLLBACK,"[Canary: ROLLBACK] Error rate delta: +100.0% and Latency delta: +7761.6%, both exceeding acceptable thresholds of < 5% and < 30% respectively. | [Monitoring: ROLLBACK]",True,9.3729,9.372,8,4,12,1.0,5000.0,0.0,63.6,0.02,177.0,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S4,4,ROLLBACK,[Canary: ROLLBACK] Degradation detected due to 100% error rate and latency increase of 7178.0% | [Monitoring: ROLLBACK],True,9.388,9.387,8,4,12,1.0,5000.0,0.0,68.7,0.02,177.8,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S4,5,ROLLBACK,"[Canary: ROLLBACK] Degradation detected: Canary version resulted in a 100% error rate and a 5000ms latency increase, exceeding acceptable thresholds of <5% error delta and <30% latency increase. | [Monitoring: ROLLBACK]",True,9.5209,9.519,8,4,12,1.0,5000.0,0.0,64.8,0.02,178.9,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S4,6,ROLLBACK,[Canary: ROLLBACK] Degradation detected due to 100% error rate and latency increase of 7002.3% | [Monitoring: ROLLBACK],True,8.764,8.762,8,4,12,1.0,5000.0,0.0,70.4,0.02,175.7,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S4,7,ROLLBACK,"[Canary: ROLLBACK] Degradation detected: Canary version resulted in a 100% error rate and a 5000ms latency increase, exceeding acceptable thresholds of <5% error delta and <30% latency increase. | [Monitoring: ROLLBACK]",True,8.7068,8.706,8,4,12,1.0,5000.0,0.0,71.2,0.02,177.0,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S4,8,ROLLBACK,"[Canary: ROLLBACK] Degradation detected: Canary version resulted in a 100% error rate and a 5000ms latency increase, exceeding acceptable thresholds of <5% error delta and <30% latency increase. | [Monitoring: ROLLBACK]",True,8.9578,8.956,8,4,12,1.0,5000.0,0.0,64.7,0.02,173.3,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S4,9,ROLLBACK,"[Canary: ROLLBACK] Degradation detected due to 100.0% error rate and 5000 ms average latency in the canary version, exceeding acceptable thresholds of <5% error delta and <30% latency increase. | [Monitoring: ROLLBACK]",True,9.0563,9.055,8,4,12,1.0,5000.0,0.0,73.2,0.02,183.4,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S4,10,ROLLBACK,"[Canary: ROLLBACK] Error rate delta: +100.0%, Latency delta: +6620.4% exceeded acceptable thresholds (error delta < 5%, latency increase < 30%) | [Monitoring: ROLLBACK]",True,8.678,8.676,8,4,12,1.0,5000.0,0.0,74.4,0.02,181.7,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S5,1,STABLE,"Both stable and new version containers are experiencing normal latency and error rates, with no clear errors in the logs.",True,4.5096,4.509,12,0,12,0.0,74.4,0.0,73.5,0.0,74.7,success,"172.18.0.5 - - [03/May/2026 23:48:04] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:48:04] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:48:04] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,2,STABLE,"Both stable and new version containers are performing well, with no error patterns in the logs. Latency is slightly lower for the new version container.",True,4.8408,4.84,12,0,12,0.0,68.4,0.0,70.8,0.0,72.4,success,"172.18.0.1 - - [03/May/2026 23:48:32] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 23:48:32] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:48:32] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,3,STABLE,"Both stable and new version containers are experiencing normal latency and error rates, with no clear patterns in the logs.",True,4.6408,4.64,12,0,12,0.0,68.9,0.0,65.8,0.0,72.5,success,"172.18.0.1 - - [03/May/2026 23:49:00] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:49:00] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 23:49:00] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,4,STABLE,Both stable and new versions are performing within normal error rates (<5%) and latency thresholds (<30%). No error patterns were found in the logs.,True,5.0352,5.035,12,0,12,0.0,64.1,0.0,61.7,0.0,67.2,success,"172.18.0.1 - - [03/May/2026 23:49:27] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:49:27] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 23:49:27] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,5,STABLE,"Both stable and new versions are performing well, with no error patterns or significant degradation in latency.",True,4.75,4.749,12,0,12,0.0,71.2,0.0,73.7,0.0,74.3,success,"172.18.0.1 - - [03/May/2026 23:49:54] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:49:54] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 23:49:54] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,6,STABLE,"Both stable and new versions are running without errors, with low latency. The live metrics show no significant deviations from the expected values.",True,5.2772,5.277,12,0,12,0.0,65.2,0.0,64.0,0.0,65.8,success,"172.18.0.5 - - [03/May/2026 23:50:22] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:50:22] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:50:22] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,7,STABLE,"Both stable and new version containers are experiencing normal latency and error rates, with no clear indication of issues in the logs.",True,5.3128,5.312,12,0,12,0.0,62.6,0.0,63.2,0.0,67.2,success,"172.18.0.1 - - [03/May/2026 23:50:50] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:50:50] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:50:50] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,8,STABLE,"Both stable and new versions are performing well, with no error patterns in the logs.",True,5.3048,5.304,12,0,12,0.0,69.4,0.0,70.9,0.0,73.7,success,"172.18.0.1 - - [03/May/2026 23:51:17] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:51:17] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 23:51:17] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,9,STABLE,"Both stable and new versions are performing well, with no error patterns or significant degradation in latency.",True,5.29,5.29,12,0,12,0.0,75.2,0.0,76.2,0.0,76.1,success,"172.18.0.1 - - [03/May/2026 23:51:46] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:51:47] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 23:51:47] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,10,STABLE,"Both stable and new versions are performing within normal error rates and latency thresholds, with no apparent issues or patterns in the container logs.",True,5.3765,5.376,12,0,12,0.0,64.7,0.0,64.9,0.0,65.5,success,"172.18.0.1 - - [03/May/2026 23:52:15] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [03/May/2026 23:52:15] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [03/May/2026 23:52:15] ""GET /api/data HTTP/1.1""",stable,30,2068
S6,1,ROLLBACK,"[Monitoring->Diagnostics] A new version deployment resulted in a failure due to an unknown container error, while the stable version is running normally. The issue was caused by a misconfigured Docker Compose file, leading to a high error rate and latency issues for all users during the deployment window.",True,13.7825,13.781,8,4,12,1.0,5000.0,0.0,68.6,0.03,262.2,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,2,INVESTIGATE,"[Monitoring->Diagnostics] The new version of the application experienced errors and high latency due to a misconfigured container, causing a failure in the GitHub Actions workflow. The issue was resolved by identifying and correcting the incorrect reference to the 'app-canary' image.",True,12.0335,12.033,8,4,12,1.0,5000.0,0.0,64.0,0.02,173.4,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,3,ROLLBACK,"[Monitoring->Diagnostics] A critical production incident occurred due to a misconfigured Docker deployment, resulting in high error rates and latency issues. The stable version of the application remained unaffected. Immediate action is required to roll back the failed deployment and restore service.",True,12.1382,12.137,8,4,12,1.0,5000.0,0.0,75.5,0.0,107.0,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,4,ROLLBACK,"[Monitoring->Diagnostics] A new version deployment failed due to an incorrect Docker container configuration, causing significant latency and error rate increases. The stable version is still available for use. A rollback was performed to restore service.",True,12.1273,12.126,8,4,12,1.0,5000.0,0.0,72.8,0.02,180.8,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,5,ROLLBACK,"[Monitoring->Diagnostics] A critical issue with a misconfigured Docker container in the new version deployment caused high latency and 100% error rate, affecting all users. The root cause has been identified and a rollback plan is in place to restore production environment to a stable state.",True,12.0161,12.015,8,4,12,1.0,5000.0,0.0,75.2,0.02,181.9,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,6,ROLLBACK,"[Monitoring->Diagnostics] A new version deployment resulted in a failure due to an unknown container error, causing significant latency and error rate increases. The issue was caused by a misconfigured or non-existent Docker container. The incident has been resolved through a rollback of the failed deployment.",True,11.5783,11.577,8,4,12,1.0,5000.0,0.0,66.6,0.02,178.9,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,7,ROLLBACK,"[Monitoring->Diagnostics] A new version deployment resulted in a critical issue with the application container, causing significant latency and error rates. The incident was caused by a misconfigured Docker Compose file and exacerbated by the introduction of mismatched environment variables. Immediate action is required to roll back to the previous version and correct the configuration.",True,12.2145,12.213,8,4,12,1.0,5000.0,0.0,64.2,0.02,180.2,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,8,ROLLBACK,"[Monitoring->Diagnostics] A new version deployment resulted in a failure due to an unknown container error, causing significant latency and error rate increases. The issue was resolved by rolling back to the stable version.",True,11.8134,11.813,8,4,12,1.0,5000.0,0.0,75.7,0.02,183.0,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,9,ROLLBACK,"[Monitoring->Diagnostics] A critical issue with the application container caused a significant increase in error rate and latency after deploying a new version. The incident was resolved by identifying and fixing the misconfigured Docker Compose file, which led to the creation of the missing container.",True,12.674,12.672,8,4,12,1.0,5000.0,0.0,67.5,0.02,175.3,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,10,ROLLBACK,"[Monitoring->Diagnostics] A critical issue was identified in the application's container configuration, resulting in a significant increase in error rate and latency. The incident has been rolled back to a stable version, and recovery steps are being taken to ensure the application is functioning correctly.",True,12.0044,12.003,8,4,12,1.0,5000.0,0.0,62.5,0.02,180.9,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S7,1,CONTINUE,[Chain OK] Canary: CONTINUE,False,9.0034,9.002,12,0,12,0.04,75.1,0.0,73.7,0.0,74.4,success,"172.18.0.1 - - [04/May/2026 00:32:11] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [04/May/2026 00:32:11] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [04/May/2026 00:32:11] ""GET /api/data HTTP/1.1""",broken_edge,30,2068
S7,2,CONTINUE,[Chain OK] Canary: CONTINUE,False,9.128,9.127,12,0,12,0.1,68.4,0.0,64.0,0.02,66.7,success,"172.18.0.1 - - [04/May/2026 00:32:44] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [04/May/2026 00:32:44] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [04/May/2026 00:32:44] ""GET /api/data HTTP/1.1""",broken_edge,30,2130
S7,3,CONTINUE,[Chain OK] Canary: CONTINUE,False,9.7808,9.78,12,0,12,0.2,62.0,0.0,64.0,0.03,67.3,success,"172.18.0.1 - - [04/May/2026 00:33:15] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [04/May/2026 00:33:15] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [04/May/2026 00:33:15] ""GET /api/data HTTP/1.1""",broken_edge,30,2161
